Perfios,India,Bangalore,Financial tech,financial-administration,Financial accounting and admin,"Perfios insights automate the entire process of financial checks, verification and extraction of financial data. ","[('LinkedIn', 'https://www.linkedin.com/company-beta/599856'), ('Blog', 'https://www.perfios.com/index.php/blogs'), ('Website', 'http://www.perfios.com'), ('AngelList', 'https://angel.co/perfios-software-solutions-private'), ('Twitter', 'https://twitter.com/perfios'), ('Google+', 'https://plus.google.com/110913156153657856130'), ('Video', 'https://youtu.be/EvfPrlbmJTY'), ('CrunchBase', 'https://www.crunchbase.com/organization/perfios-software-solutions-pvt-ltd'), ('Facebook', 'https://www.facebook.com/Lets-manage-money-better-100960143295398')]",51 to 200,2008-01-01,Series A,6100000,2017-04-04
Kudo,Indonesia,None,Financial tech,mobile-payments,Payments and remittance,Kudo is an Indonesian startup technology company that develops cutting edge solution to enrich the e-commerce and payment market in Indonesia.,"[('LinkedIn', 'https://www.linkedin.com/company/kudo'), ('Facebook', 'https://www.facebook.com/kudobox'), ('Twitter', 'https://twitter.com/kudo_indonesia'), ('CrunchBase', 'https://www.crunchbase.com/organization/kudo-2'), ('Website', 'http://kudo.co.id'), ('Instagram', 'https://www.instagram.com/kudo_indonesia')]",201 to 500,2014-07-01,Seed,0,2014-11-14
Qbm (钱保姆),China,Hangzhou,Financial tech,consumer-lending,"Lending, loans, and credit",Qbm is an internet finance platform.,"[('Wechat', 'qmu360fw'), ('Website', 'https://www.qbm360.com'), ('LinkedIn', 'https://www.linkedin.com/company-beta/6659290'), ('Weibo', 'http://weibo.com/qbm360'), ('ITjuzi', 'http://www.itjuzi.com/company/15910'), ('iOS App', 'https://itunes.apple.com/nz/app/qian-bao-mu-li-cai-hu-lian/id938159547')]",11 to 50,2014-11-01,Strategic investment,14500000,2017-03-31
OOjiBO,Malaysia,Kuala Lumpur,Financial tech,financial-administration,Financial accounting and admin,OOjiBO is a fintech company focused on building and delivering end to end solution to the unbanked and underbanked population in ASEAN.,"[('CrunchBase', 'https://www.crunchbase.com/organization/oojibo'), ('Facebook', 'https://www.facebook.com/oojibo'), ('LinkedIn', 'https://www.linkedin.com/company/oojibo'), ('Google+', 'https://plus.google.com/109297166730112377535'), ('Video', 'https://youtu.be/5tgx5ayeJLI'), ('Website', 'http://www.oojibo.com')]",11 to 50,2015-01-01,Bridge,3600000,2017-03-30
Jucaicat (聚财猫),China,Beijing,Financial tech,investments,Investment tools and platforms,Jucaicat is a P2P finance platform that helps guarantee the security of clients' funds.,"[('iOS App', 'https://itunes.apple.com/us/app/ju-cai-mao-li-cai/id916475073'), ('Weibo', 'http://weibo.com/u/5212590107'), ('ITjuzi', 'http://itjuzi.com/company/19345'), ('Wechat', 'jucaicat'), ('Website', 'https://www.jucaicat.com')]",51 to 200,2014-07-01,Series A,14500000,2017-03-29
Omni Prime (上海秦苍信息科技有限公司),China,Shanghai,Financial tech,consumer-lending,"Lending, loans, and credit",Omni Prime (上海秦苍信息科技有限公司) is a tech company that offers mobile credit financial service products targeting young people.,"[('ITjuzi', 'http://www.itjuzi.com/company/21005'), ('Website', 'http://www.fenqi.im'), ('Weibo', 'http://weibo.com/u/5184807153'), ('iOS App', 'https://itunes.apple.com/us/app/mai-dan-xia/id1029826502'), ('Wechat', 'qingcangxx'), ('LinkedIn', 'https://www.linkedin.com/company/omni-prime-inc-')]",1001 to 5000,2014-03-01,Series C,0,2016-02-01
Yongqianbao (用钱宝),China,Beijing,Financial tech,consumer-lending,"Lending, loans, and credit","Yongqianbao, previously known as Daixiaomi, is an online loan app that solves the borrowing needs of young white and blue-collar workers in daily life.","[('Wechat', 'yongqianbao'), ('Website', 'http://yongqianbao.com'), ('iOS App', 'https://itunes.apple.com/cn/app/yong-qian-bao-xiao-e-dai-kuanapp/id1042182109'), ('Weibo', 'http://weibo.com/u/5682957527'), ('ITjuzi', 'http://www.itjuzi.com/company/53066'), ('CrunchBase', 'https://www.crunchbase.com/organization/yongqianbao')]",201 to 500,2013-10-30,Series B,23100000,2016-10-21
E-Supporting (易后台),China,None,Financial tech,financial-administration,Financial accounting and admin,"E-Supporting is a finance, funding, HR, and administrative services platform for startups and SMEs.","[('ITjuzi', 'http://www.itjuzi.com/company/24901'), ('Wechat', 'ehoutai'), ('Website', 'http://www.ehoutai.com/'), ('Weibo', 'http://www.weibo.com/u/5446382689')]",51 to 200,2014-12-01,Bridge,1540000,2016-05-18
Yinzipu (银子铺),China,Hangzhou,Financial tech,consumer-lending,"Lending, loans, and credit",Yinzipu is a P2P web lending platform.,"[('Wechat', 'yinzipunet'), ('ITjuzi', 'http://www.itjuzi.com/company/20331'), ('iOS App', 'https://itunes.apple.com/cn/app/银子铺-15-高收益注册就送688/id1007010350'), ('Weibo', 'http://weibo.com/u/5500161419'), ('Website', 'http://www.yinzipu.com')]",11 to 50,2014-12-03,Strategic investment,2900000,2017-03-24
Renrenaijia.com (人人爱家金融),China,Hangzhou,Financial tech,consumer-lending,"Lending, loans, and credit",Renrenaijia.com (人人爱家金融) is a platform dedicated to providing online lending intermediary information services.,"[('iOS App', 'https://itunes.apple.com/us/app/ren-ren-ai-jia-jin-rong/id1042258570'), ('ITjuzi', 'http://www.itjuzi.com/company/42209'), ('Weibo', 'http://weibo.com/u/5703436641'), ('Wechat', 'renrenaijiaJR'), ('Website', 'http://www.renrenaijia.com/')]",11 to 50,2015-07-14,Bridge,4450000,2016-07-13
Moneytree,Japan,Tokyo,Financial tech,financial-administration,Financial accounting and admin,"Moneytree is a personal asset management service that helps customers to make better choices in consumption, investment and savings.","[('Twitter', 'https://twitter.com/moneytreejp'), ('Blog', 'https://moneytree.jp/blog'), ('Facebook', 'https://www.facebook.com/moneytreejp'), ('LinkedIn', 'https://www.linkedin.com/company/moneytree-kk'), ('Website', 'https://moneytree.jp'), ('Android App', 'https://play.google.com/store/apps/details?id=jp.moneytree.moneytree&referrer=utm_source=website&utm_medium=top'), ('AngelList', 'https://angel.co/moneytree-jp'), ('CrunchBase', 'https://www.crunchbase.com/organization/moneytree'), ('iOS App', 'https://itunes.apple.com/us/app/moneytree-your-lifetime-financial/id586847189?mt=8')]",11 to 50,2012-01-01,Seed,1600000,2013-11-01
Hejin Online (和金在线),China,Beijing,Financial tech,insurance-tech-insurtech,Insurance tech,Hejin Online is an insurance claims service platform.,"[('ITjuzi', 'http://www.itjuzi.com/company/32318'), ('Website', 'http://www.hejinonline.com')]",51 to 200,2015-09-18,Series A,0,2015-10-10
Dadao Financial (大道金服),China,Shenzhen,Financial tech,insurance-tech-insurtech,Insurance tech,Dadao Financial  is a real estate financial services platform.,"[('Wechat', 'dadaojf'), ('Website', 'http://www.ddjf.com.cn'), ('ITjuzi', 'http://www.itjuzi.com/company/33591')]",51 to 200,2015-07-09,Series B,29000000,2017-03-22
Airpay,India,Mumbai,Financial tech,mobile-payments,Payments and remittance,Airpay is a startup which provides an online payment platform that aids global e-commerce and retail.,"[('Website', 'http://www.airpay.co.in'), ('LinkedIn', 'https://www.linkedin.com/company/airpay-india'), ('CrunchBase', 'https://www.crunchbase.com/organization/airpay-3'), ('AngelList', 'https://angel.co/airpay-payment-services-pvt-ltd'), ('Facebook', 'https://www.facebook.com/airpay.co.in')]",2 to 10,2012-01-01,Series A,3670000,2017-03-21
Magnetic Finance (磁金融),China,Shanghai,Financial tech,consumer-lending,"Lending, loans, and credit",Magnetic Finance is an inclusive finance assets and risk solutions provider.,"[('Weibo', 'http://weibo.com/magfin'), ('ITjuzi', 'http://www.itjuzi.com/company/31642'), ('Website', 'http://www.magfin.cn')]",51 to 200,2015-09-01,Seed,0,2016-01-08
Pawoon,Indonesia,None,Financial tech,mobile-payments,Payments and remittance,Pawoon is a cloud-based Point of Sales (POS) application for small businesses.,"[('Google+', 'https://plus.google.com/115886898623219698320'), ('Blog', 'http://blog.pawoon.com'), ('Facebook', 'https://www.facebook.com/pawoonpos'), ('LinkedIn', 'https://www.linkedin.com/company/pawoon'), ('Twitter', 'https://twitter.com/pawoonPOS'), ('Android App', 'https://play.google.com/store/apps/details?id=com.pawoon.pos'), ('CrunchBase', 'https://www.crunchbase.com/organization/pawoon'), ('Instagram', 'https://www.instagram.com/pawoonpos'), ('AngelList', 'https://angel.co/pawoon'), ('Website', 'http://www.pawoon.com')]",51 to 200,2013-01-01,Series A,0,2017-03-16
Mandofin.com (满兜理财),China,Hangzhou,Financial tech,financial-administration,Financial accounting and admin,Mandofin.com is an internet finance platform.,"[('Website', 'https://www.mandofin.com'), ('iOS App', 'https://itunes.apple.com/cn/app/man-dou-li-cai-you-yin-xing/id1076813345'), ('Weibo', 'https://www.mandofin.com'), ('ITjuzi', 'http://www.itjuzi.com/company/35297'), ('Wechat', 'mandofin')]",11 to 50,2015-02-01,Series A,0,2017-03-15
Teman Usaha,Indonesia,None,Financial tech,consumer-lending,"Lending, loans, and credit",Teman Usaha is a micro-loan marketplace for small businesses that helps entrepreneurs search for loans on their smartphone and apply for credit.,"[('Android App', 'https://play.google.com/store/apps/details?id=com.jixstreet.temanusaha'), ('AngelList', 'https://angel.co/teman-usaha'), ('Website', 'http://temanusaha.com')]",2 to 10,2015-09-01,Seed,28000,2017-03-09
ZhiweiCloud (知微云),China,Hangzhou,Financial tech,financial-administration,Financial accounting and admin,ZhiweiCloud is a financial data services platform.,"[('Wechat', 'zhiweicloud'), ('Weibo', 'http://weibo.com/u/1912462177'), ('Website', 'https://www.zhiweicloud.com'), ('ITjuzi', 'http://www.itjuzi.com/company/59397')]",11 to 50,2015-03-01,Bridge,0,2017-03-09
Easter Egg,India,Bangalore,Financial tech,mobile-payments,Payments and remittance,"Easter Egg plans to unify diverse categories (payments, remittances, gifting, loyalty, and rewards) on one platform by having a standard fundamental unit of exchange, a colored token that enables all these transactions on a single blockchain.","[('Facebook', 'https://www.facebook.com/EasterEggApp'), ('Website', 'http://eastereggapp.com'), ('CrunchBase', 'https://www.crunchbase.com/organization/easter-egg-app'), ('AngelList', 'https://angel.co/easter-egg'), ('iOS App', 'https://itunes.apple.com/in/app/easter-egg-gifting/id1078925291?mt=8'), ('Twitter', 'https://twitter.com/eastereggapp'), ('Android App', 'https://play.google.com/store/apps/details?id=com.easteregg.app')]",11 to 50,2015-09-01,Seed,400000,2017-03-07
Xiaoying.com (小赢理财),China,Shenzhen,Financial tech,investments,Investment tools and platforms,"Xiaoying.com (小赢理财) is a fintech company that provides financial services based on mobile internet and big data in China, satisfying the financial needs of borrowers and meeting the investment demands of investors.","[('Weibo', 'http://weibo.com/yingzhongtong'), ('Website', 'https://www.xiaoying.com'), ('ITjuzi', 'http://itjuzi.com/company/28173'), ('Wechat', 'yingztcom'), ('iOS App', 'https://itunes.apple.com/cn/app/xiao-ying-li-cai-you-bao-xian/id973999226')]",51 to 200,2014-04-01,Series B,145000000,2017-03-02
RedCarpet,India,Gurgaon,Financial tech,consumer-lending,"Lending, loans, and credit",RedCarpet lends to customers in India to finance their online purchases.,"[('Facebook', 'https://facebook.com/redcarpetup'), ('AngelList', 'https://angel.co/redcarpetup-com-1'), ('LinkedIn', 'https://www.linkedin.com/company/9322676'), ('CrunchBase', 'https://www.crunchbase.com/organization/redcarpetup'), ('Website', 'https://www.redcarpetup.com'), ('Blog', 'https://www.redcarpetup.com/blog'), ('Android App', 'https://play.google.com/store/apps/details?id=com.redcarpetup.rewardpay'), ('Twitter', 'https://twitter.com/RedCarpetUp')]",11 to 50,2014-04-01,Series A,2500000,2017-03-01
KTJR.COM (开通金融),China,Beijing,Financial tech,financial-administration,Financial accounting and admin,KTJR.COM provides a complete solution from asset matching to product distribution for internet banking and online lending platforms.,"[('Website', 'https://www.ktjr.com'), ('Wechat', 'KTfintech'), ('Weibo', 'http://weibo.com/u/5617153338'), ('ITjuzi', 'http://www.itjuzi.com/company/33081')]",51 to 200,2015-02-01,Series A,4370000,2017-02-27
Finly,India,None,Financial tech,financial-administration,Financial accounting and admin,Finly is a software that allows companies get a better insight into their spend and expenses.,"[('Twitter', 'https://twitter.com/finly_io'), ('Facebook', 'https://www.facebook.com/finly.io'), ('CrunchBase', 'https://www.crunchbase.com/organization/finly'), ('Website', 'https://www.finly.io'), ('AngelList', 'https://angel.co/finly'), ('LinkedIn', 'https://www.linkedin.com/company/finly.io'), ('Android App', 'https://play.google.com/store/apps/details?id=io.finly.finlyapp')]",11 to 50,2015-01-01,Strategic investment,0,2017-02-27
Alarmbox,Japan,Tokyo,Financial tech,consumer-lending,"Lending, loans, and credit",Alarmbox develops a service that focuses on credit risk management for all business deals.,"[('Facebook', 'https://www.facebook.com/alarmbox'), ('Website', 'https://alarmbox.jp')]",2 to 10,2016-06-17,Seed,0,2017-02-27
Seynse,India,Goa,Financial tech,consumer-lending,"Lending, loans, and credit","Seynse is a financial technology company that has created the Loan Singh Platform,  a proprietary credit engine and deploys machine learning to offer easy loans to credit-worthy SMEs.","[('Website', 'http://seynse.com'), ('LinkedIn', 'https://www.linkedin.com/company/seynse-technologies-pvt-ltd'), ('AngelList', 'https://angel.co/seynse')]",11 to 50,2015-01-01,M&A,0,2017-02-24
Detecq,Singapore,Singapore,Financial tech,investments,Investment tools and platforms,Detecq is a corporate startup marketplace that curates and matchmakes corporate investors and tech companies to get the right strategic matches and deals.,"[('Website', 'http://www.detecq.com'), ('Blog', 'http://blog.detecq.com'), ('CrunchBase', 'https://www.crunchbase.com/organization/detecq'), ('Twitter', 'https://twitter.com/Detecq_tion'), ('LinkedIn', 'https://www.linkedin.com/company/detecq')]",2 to 10,2015-01-01,M&A,0,2017-02-23
MoneyTable,Thailand,Bangkok,Financial tech,financial-administration,Financial accounting and admin,MoneyTable enables any community to create their own private bank through their digital platform and community collaboration.,"[('LinkedIn', 'https://www.linkedin.com/company/moneytable.com'), ('Facebook', 'https://www.facebook.com/moneytable'), ('Website', 'https://www.moneytable.com'), ('CrunchBase', 'https://www.crunchbase.com/organization/money-table')]",51 to 200,2016-01-01,Seed,1500000,2017-02-21
CreditMantri,India,Chennai,Financial tech,consumer-lending,"Lending, loans, and credit",CreditMantri was created with the intent to change the way credit is delivered in India by leveraging the power of technology and the digital medium.,"[('Website', 'https://www.creditmantri.com'), ('Twitter', 'https://twitter.com/creditmantri'), ('Video', 'https://youtu.be/2oPskAohvyA'), ('CrunchBase', 'https://www.crunchbase.com/organization/creditmantri'), ('LinkedIn', 'https://www.linkedin.com/company/creditmantri-finserve-private-limited'), ('Instagram', 'https://www.instagram.com/creditmantri'), ('AngelList', 'https://angel.co/creditmantri'), ('Google+', 'https://plus.google.com/+Creditmantri'), ('Facebook', 'https://www.facebook.com/CreditMantri')]",11 to 50,2012-01-01,Series B,7600000,2017-02-20
Liuxuedai.com (新浪留学分期),China,Beijing,Financial tech,consumer-lending,"Lending, loans, and credit",Liuxuedai.com is an overseas study installment financial services platform.,"[('ITjuzi', 'http://www.itjuzi.com/company/26515'), ('Website', 'http://liuxuedai360.com'), ('Weibo', 'http://weibo.com/u/2463457545'), ('Wechat', 'sinahaiwai')]",11 to 50,2016-06-08,Bridge,0,2017-02-20
ZestMoney,India,Bangalore,Financial tech,mobile-payments,Payments and remittance,"ZestMoney enables payment by using digital EMI, without the need for a credit card or a credit score.","[('LinkedIn', 'https://www.linkedin.com/company/zest-money'), ('Website', 'https://zestmoney.in'), ('Twitter', 'https://twitter.com/zestmoney'), ('AngelList', 'https://angel.co/zestmoney'), ('CrunchBase', 'https://www.crunchbase.com/organization/zestmoney'), ('Facebook', 'https://www.facebook.com/zestmoney')]",51 to 200,2015-06-06,Seed,2000000,2016-07-19
Kuailaidai (快来贷),China,None,Financial tech,consumer-lending,"Lending, loans, and credit",Kuailaidai.com is a consumer finance lending platform.,"[('iOS App', 'https://itunes.apple.com/cn/app/kuai-lai-dai-yin-zhong/id1146322512'), ('Weibo', 'http://weibo.com/u/6069902320'), ('Website', 'http://www.kuailaidai.com'), ('Wechat', 'kuailaidaiba'), ('ITjuzi', 'http://www.itjuzi.com/company/58841')]",51 to 200,2011-09-05,Bridge,0,2017-02-15
bitFlyer,Japan,Tokyo,Financial tech,financial-exchanges,Financial exchanges,"bitFlyer is a Bitcoin exchange market in Japan that has its own proprietary blockchain format, Chainflyer.","[('LinkedIn', 'https://www.linkedin.com/company/bitflyer-inc-'), ('Twitter', 'https://twitter.com/bitflyer'), ('Android App', 'https://play.google.com/store/apps/details?id=jp.bitflyer.BFApp.Droid'), ('iOS App', 'https://itunes.apple.com/jp/app/id925283265'), ('Facebook', 'https://www.facebook.com/bitflyer'), ('Website', 'https://bitflyer.jp/en'), ('AngelList', 'https://angel.co/bitflyer'), ('CrunchBase', 'https://www.crunchbase.com/organization/bitflyer')]",11 to 50,2014-01-09,Seed,1600000,2014-07-22
Elephant Insurance (大象保险),China,Beijing,Financial tech,insurance-tech-insurtech,Insurance tech,Elephant Insurance is a C2B internet insurance comprehensive service platform.,"[('Wechat', 'daxiangbaoxian'), ('iOS App', 'https://itunes.apple.com/cn/app/da-xiang-bao-xian-quan-min/id1064779641'), ('Website', 'http://m.bz365.com'), ('ITjuzi', 'http://www.itjuzi.com/company/49293'), ('Weibo', 'http://weibo.com/dxbx2016')]",51 to 200,2015-10-10,Bridge,0,2017-02-10
Zuihuibao.com (最惠保),China,Shanghai,Financial tech,financial-product-comparison,Financial product comparison,Zuihuibao.com is a mobile car insurance price comparison tool.,"[('Weibo', 'http://www.weibo.com/u/5577618742'), ('Website', 'http://www.zuihuibao.com'), ('ITjuzi', 'http://www.itjuzi.com/company/15716'), ('Wechat', 'zuihuibao'), ('iOS App', 'https://itunes.apple.com/us/app/zui-hui-bao-bao-xian-shi-zhan/id940068520')]",51 to 200,2014-07-01,Series A,13000000,2016-06-30
Chedai.com (第1车贷),China,Shanghai,Financial tech,consumer-lending,"Lending, loans, and credit",Chedai.com provides one-stop service for new and used car loans.,"[('Website', 'http://www.chedai.com'), ('LinkedIn', 'https://www.linkedin.com/company/6666672'), ('iOS App', 'https://itunes.apple.com/cn/app/di1che-dai/id1071762059'), ('Wechat', 'firstchedai'), ('Weibo', 'http://weibo.com/chedaicom'), ('ITjuzi', 'http://www.itjuzi.com/company/15563')]",201 to 500,2013-11-01,Series B,55300000,2017-01-05
Trustio,India,New Delhi,Financial tech,consumer-lending,"Lending, loans, and credit","Trustio is an alumni network for borrowing and investing. Trustio allows you to collaborate with your peers - to see where they invest, invest in them, borrow from them, and lot more.","[('Twitter', 'https://twitter.com/@askTrustio'), ('Facebook', 'https://www.facebook.com/trustio'), ('Website', 'http://www.trustio.in'), ('AngelList', 'https://angel.co/trustio'), ('CrunchBase', 'https://www.crunchbase.com/organization/trustio'), ('LinkedIn', 'https://www.linkedin.com/company-beta/10664272'), ('Blog', 'http://blog.trustio.in')]",2 to 10,2016-05-01,M&A,0,2017-02-02
PouchNATION (Easy Touch Pte Ltd),Singapore,Singapore,Financial tech,mobile-payments,Payments and remittance,"PouchNATION creates an NFC-based system that helps with guest registration, cashless payments, access control, activity tracking, social engagement, and detailed analytic reporting.","[('CrunchBase', 'https://www.crunchbase.com/organization/easy-touch'), ('Twitter', 'https://twitter.com/pouchnation'), ('Website', 'http://pouchnation.com'), ('Facebook', 'http://www.facebook.com/pouchnation'), ('LinkedIn', 'https://www.linkedin.com/company/pouchnation'), ('Instagram', 'https://www.instagram.com/pouchnation')]",11 to 50,2012-01-01,Series A,0,2017-01-31
Credit Engine (Lendy),Japan,Tokyo,Financial tech,consumer-lending,"Lending, loans, and credit","Credit Engine, with its product Lendy, conducts loan screening in real time and on a continuous basis.","[('Facebook', 'https://www.facebook.com/creditengine.jp'), ('CrunchBase', 'https://www.crunchbase.com/organization/credit-engine'), ('Website', 'https://www.creditengine.jp')]",2 to 10,2016-07-11,Seed,530000,2017-01-30
Gongfudai (功夫贷),China,Hangzhou,Financial tech,consumer-lending,"Lending, loans, and credit",Gongfudai is an internet finance retail credit risk researcher and implementation finance company.,"[('ITjuzi', 'http://www.itjuzi.com/company/35705'), ('Weibo', 'http://weibo.com/u/5866754241'), ('Website', 'http://www.treefinance.com.cn'), ('Wechat', 'dashugongfudai'), ('iOS App', 'https://itunes.apple.com/us/app/gong-fu-dai-jie-kuan-xin-yong/id1037599157')]",51 to 200,2015-07-01,Series A,5820000,2017-01-24
SocialCredits (誉存科技),China,Chongqing,Financial tech,consumer-lending,"Lending, loans, and credit",SocialCredits (誉存科技) provides risk analysis and risk management solutions to government finance organizations.,"[('Weibo', 'http://weibo.com/u/5650807235'), ('ITjuzi', 'http://www.itjuzi.com/company/30381'), ('Website', 'http://www.socialcredits.cn'), ('LinkedIn', 'http://www.linkedin.com/in/存-誉-2ab24011b'), ('Wechat', 'SocialCredits')]",51 to 200,2014-10-29,Series A,9860000,2017-01-23
Jinfanghui (金房汇),China,Beijing,Financial tech,consumer-lending,"Lending, loans, and credit",Jinfanghui is professional immovable property financial products investment platform.,"[('Wechat', 'jinfanghuidy'), ('ITjuzi', 'http://www.itjuzi.com/company/58435'), ('iOS App', 'https://itunes.apple.com/cn/app/jin-fang-hui/id1120569590'), ('Website', 'https://www.jinfanghui.com'), ('Weibo', 'http://weibo.com/u/5724414566')]",11 to 50,2015-03-01,Bridge,0,2017-01-20
CoolBitX Technology,"Taiwan, Republic Of China",Taipei,Financial tech,mobile-payments,Payments and remittance,"CoolBitX Technology is the creator of CoolWallet, a Bitcoin hardware wallet which provides users with the ability to send, receive, and store their bitcoins using an offline device.","[('Website', 'https://coolbitx.com'), ('CrunchBase', 'https://www.crunchbase.com/organization/coolbitx-technology'), ('Twitter', 'https://twitter.com/coolbitx'), ('iOS App', 'https://itunes.apple.com/us/app/coolwallet/id992334137'), ('Android App', 'https://play.google.com/store/apps/details?id=com.coolbitx.coolwallet'), ('Blog', 'https://blog.coolbitx.com'), ('Video', 'https://youtu.be/1ep-XgS3doQ'), ('AngelList', 'https://angel.co/coolbitx-technology'), ('Facebook', 'https://www.facebook.com/coolwallet')]",2 to 10,,Product Crowdfunding,200000,2017-01-19
Star Moon Venture (星月创投),China,Jining,Financial tech,consumer-lending,"Lending, loans, and credit","Star Moon Venture (星月创投) has built a fair, transparent, stable, and efficient interactive network platform for individuals with financial needs.","[('ITjuzi', 'http://www.itjuzi.com/company/58403'), ('Wechat', '星月创投'), ('Weibo', 'http://weibo.com/u/3953485993'), ('Website', 'http://www.newzgxyct.com')]",11 to 50,2014-01-16,Series B,17500000,2017-01-19
Samoyed Financial (萨摩耶金服),China,Shenzhen,Financial tech,consumer-lending,"Lending, loans, and credit",Samoyed Financial is an internet financial technology company that cut into the consumer finance market with the first product “Provincial”.,"[('Weibo', 'http://weibo.com/smyfinancial'), ('iOS App', 'https://itunes.apple.com/us/app/sheng-bei-di-xi-dai-hai-xin/id1023283738'), ('Website', 'https://www.smyfinancial.com'), ('ITjuzi', 'http://www.itjuzi.com/company/29732'), ('Wechat', 'shengbei01')]",201 to 500,2015-05-26,Series A,0,2016-04-19
Enduo168.com (恩多在线),China,Shenzhen,Financial tech,consumer-lending,"Lending, loans, and credit",Enduo168.com is an agricultural supply chain finance services platform.,"[('Wechat', '恩多在线'), ('Weibo', 'http://weibo.com/u/6090710431'), ('Website', 'http://www.enduo168.com'), ('ITjuzi', 'http://www.itjuzi.com/company/58383')]",11 to 50,2016-12-12,Series A,29100000,2017-01-18
Htouhui.com (海投汇),China,Beijing,Financial tech,consumer-lending,"Lending, loans, and credit",Htouhui.com is an internet finance platform.,"[('ITjuzi', 'http://www.itjuzi.com/company/58344'), ('Website', 'https://www.htouhui.com'), ('Weibo', 'http://weibo.com/htouhuih'), ('iOS App', 'https://itunes.apple.com/us/app/hai-tou-hui-shang-shi-gong/id1017642310'), ('Wechat', 'htouhui')]",51 to 200,2015-04-02,Bridge,0,2017-01-17
Aniu.com.cn (阿牛定投),China,Beijing,Financial tech,investments,Investment tools and platforms,Aniu.com.cn is an automatic investment plan long-term financial services provider.,"[('Weibo', 'http://weibo.com/u/5771856401'), ('Website', 'https://www.aniu.com.cn'), ('ITjuzi', 'http://www.itjuzi.com/company/59884'), ('Wechat', 'aniukefu')]",11 to 50,2011-08-01,Seed,0,2017-01-16
Aishangjie (51Fanfei),China,Hangzhou,Financial tech,consumer-lending,"Lending, loans, and credit",51Fanfei is a consumer-market incentives platform.,"[('Wechat', 'woyaofanbei'), ('ITjuzi', 'http://www.itjuzi.com/company/58308'), ('Weibo', 'http://weibo.com/u/6082166945'), ('Website', 'http://www.91ala.com'), ('iOS App', 'https://itunes.apple.com/us/app/51fan-bei-sheng-qian95-fan/id1136587444')]",11 to 50,2016-08-01,Series A,0,2017-01-16
FINO PayTech,India,Mumbai,Financial tech,mobile-payments,Payments and remittance,"FINO PayTech has developed GPRS-enabled biometric reader devices that enable financial inclusion, microfinance, and remittances by using both technology and human resources.","[('CrunchBase', 'https://www.crunchbase.com/organization/fino-paytech-ltd'), ('LinkedIn', 'https://www.linkedin.com/company/fino'), ('Website', 'http://www.finopaytech.com'), ('Facebook', 'https://www.facebook.com/FINOPayTechLimited'), ('Twitter', 'https://twitter.com/FINOPayTechLtd')]",1001 to 5000,2006-07-13,Late Stage,23139000,2017-01-11
AgrPal (农信宝),China,Kunshan,Financial tech,consumer-lending,"Lending, loans, and credit",AgrPal is a rural financial services company.,"[('ITjuzi', 'http://www.itjuzi.com/company/58155'), ('Website', 'http://www.agrpal.com'), ('Wechat', 'nongxinbao2016'), ('iOS App', 'https://itunes.apple.com/us/app/nong-xin-baoagrpal/id1105813321')]",11 to 50,2015-12-01,Bridge,1230000,2017-01-11
Loan Frame,India,New Delhi,Financial tech,consumer-lending,"Lending, loans, and credit",Loan Frame is a marketplace that connects SMEs with lenders.,"[('LinkedIn', 'https://www.linkedin.com/company/loan-frame'), ('Blog', 'https://www.loanframe.com/blog.html'), ('Website', 'https://www.loanframe.com'), ('Facebook', 'https://www.facebook.com/loanframe'), ('Twitter', 'https://twitter.com/loanframe'), ('AngelList', 'https://angel.co/loan-frame'), ('Android App', 'https://play.google.com/store/apps/details?id=com.loanframemobile')]",11 to 50,2015-01-01,Seed,2250000,2017-01-10
Yumilc.com (玉米理财),China,Beijing,Financial tech,consumer-lending,"Lending, loans, and credit",Yumilc.com is a micro-finance platform that helps users discover and capture every good lending opportunity.,"[('Wechat', 'yumilicai2016'), ('Weibo', 'http://weibo.com/u/6019757660'), ('iOS App', 'https://itunes.apple.com/us/app/玉米理财/id1153477130'), ('ITjuzi', 'http://www.itjuzi.com/company/59529'), ('Website', 'https://www.yumilc.com')]",11 to 50,2015-10-01,Bridge,2170000,2017-01-10
Darenloan.com (达人贷),China,Shenzhen,Financial tech,consumer-lending,"Lending, loans, and credit",Darenloan.com is a micro-finance web lending platform.,"[('Wechat', 'darenloan'), ('Website', 'http://www.darenloan.com'), ('ITjuzi', 'http://www.itjuzi.com/company/58116'), ('iOS App', 'https://itunes.apple.com/us/app/da-ren-dai-li-cai/id985562091'), ('Weibo', 'http://weibo.com/u/5120819704')]",201 to 500,2013-12-01,Series A,0,2017-01-10
51rz.com (人众金服),China,Hangzhou,Financial tech,investments,Investment tools and platforms,51rz.com is a supply chain finance P2P platform.,"[('iOS App', 'https://itunes.apple.com/us/app/ren-zhong-jin-fu-li-cai-zhou/id1137014635'), ('Weibo', 'http://weibo.com/51RZjf'), ('Wechat', 'zj51rz'), ('Website', 'https://www.51rz.com'), ('ITjuzi', 'http://www.itjuzi.com/company/51041')]",51 to 200,2013-04-01,Series A,5220000,2017-01-05
